Review,DOI,Data,Reference,Species,k,,Reference,DOI_original,Order,Species,Kelp,Wrack,Lab,Killed
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Zielinsky (1981) Polish Polar Research. 2: 71-94,Himantothallus grandifolius (spring),0.0264,,Zieliński 1981,NA,Desmarestiales,Himantothallus grandifolius,TRUE,,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Zielinsky (1981) Polish Polar Research. 2: 71-94,Himantothallus grandifolius (sum)),0.0014,,Zieliński 1981,NA,Desmarestiales,Himantothallus grandifolius,TRUE,,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Zielinsky (1981) Polish Polar Research. 2: 71-94,Himantothallus grandifolius (sum)),0.0297,,Zieliński 1981,NA,Desmarestiales,Himantothallus grandifolius,TRUE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"ALBER, M; VALIELA, I. 1994. PRODUCTION OF MICROBIAL ORGANIC AGGREGATES FROM MACROPHYTE-DERIVED DISSOLVED ORGANIC MATERIAL. LIMNOLOGY AND OCEANOGRAPHY",Fucus vesiculosus,0.4904,,Alber & Valiela 1994,10.4319/lo.1994.39.1.0037,Fucales,Fucus vesiculosus,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"ALBER, M; VALIELA, I. 1994. PRODUCTION OF MICROBIAL ORGANIC AGGREGATES FROM MACROPHYTE-DERIVED DISSOLVED ORGANIC MATERIAL. LIMNOLOGY AND OCEANOGRAPHY",Fucus vesiculosus,0.8382,,Alber & Valiela 1994,10.4319/lo.1994.39.1.0037,Fucales,Fucus vesiculosus,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"ALBER, M; VALIELA, I. 1994. PRODUCTION OF MICROBIAL ORGANIC AGGREGATES FROM MACROPHYTE-DERIVED DISSOLVED ORGANIC MATERIAL. LIMNOLOGY AND OCEANOGRAPHY",Fucus vesiculosus,0.7732,,Alber & Valiela 1994,10.4319/lo.1994.39.1.0037,Fucales,Fucus vesiculosus,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"ALBER, M; VALIELA, I. 1994. PRODUCTION OF MICROBIAL ORGANIC AGGREGATES FROM MACROPHYTE-DERIVED DISSOLVED ORGANIC MATERIAL. LIMNOLOGY AND OCEANOGRAPHY",Fucus vesiculosus,0.7064,,Alber & Valiela 1994,10.4319/lo.1994.39.1.0037,Fucales,Fucus vesiculosus,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"ALBER, M; VALIELA, I. 1994. PRODUCTION OF MICROBIAL ORGANIC AGGREGATES FROM MACROPHYTE-DERIVED DISSOLVED ORGANIC MATERIAL. LIMNOLOGY AND OCEANOGRAPHY",Fucus vesiculosus,1.2483,,Alber & Valiela 1994,10.4319/lo.1994.39.1.0037,Fucales,Fucus vesiculosus,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"ALBER, M; VALIELA, I. 1994. PRODUCTION OF MICROBIAL ORGANIC AGGREGATES FROM MACROPHYTE-DERIVED DISSOLVED ORGANIC MATERIAL. LIMNOLOGY AND OCEANOGRAPHY",Fucus vesiculosus,0.44,,Alber & Valiela 1994,10.4319/lo.1994.39.1.0037,Fucales,Fucus vesiculosus,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"ALBER, M; VALIELA, I. 1994. PRODUCTION OF MICROBIAL ORGANIC AGGREGATES FROM MACROPHYTE-DERIVED DISSOLVED ORGANIC MATERIAL. LIMNOLOGY AND OCEANOGRAPHY",Fucus vesiculosus,0.308,,Alber & Valiela 1994,10.4319/lo.1994.39.1.0037,Fucales,Fucus vesiculosus,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"ALBER, M; VALIELA, I. 1994. PRODUCTION OF MICROBIAL ORGANIC AGGREGATES FROM MACROPHYTE-DERIVED DISSOLVED ORGANIC MATERIAL. LIMNOLOGY AND OCEANOGRAPHY",Gracilaria tikvahiae,0.2453,,Alber & Valiela 1994,10.4319/lo.1994.39.1.0037,Gracilariales,Gracilaria tikvahiae,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"ALBER, M; VALIELA, I. 1994. PRODUCTION OF MICROBIAL ORGANIC AGGREGATES FROM MACROPHYTE-DERIVED DISSOLVED ORGANIC MATERIAL. LIMNOLOGY AND OCEANOGRAPHY",Gracilaria tikvahiae,0.1952,,Alber & Valiela 1994,10.4319/lo.1994.39.1.0037,Gracilariales,Gracilaria tikvahiae,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"ALBER, M; VALIELA, I. 1994. PRODUCTION OF MICROBIAL ORGANIC AGGREGATES FROM MACROPHYTE-DERIVED DISSOLVED ORGANIC MATERIAL. LIMNOLOGY AND OCEANOGRAPHY",Ulva lactuca,0.2475,,Alber & Valiela 1994,10.4319/lo.1994.39.1.0037,Ulvales,Ulva lactuca,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Bedford AP, Moore PG (1984) Macrofaunal involvement in the sublittoral decay of kelp debris: the detritivore community and species interactions. Estuar Coast Shelf Sci 18:97−111",Laminaria saccharina,0.0335,,Bedford & Moore 1984,10.1016/0272-7714(84)90009-X,Laminariales,Saccharina latissima,TRUE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Birch PB, Gabrielson JO, Hamel KS (1983) Decomposition of Cladophora. I. Field studies in the Peel-Harvey estuarine system, Western Australia. Bot Mar 26:165Ð171",Cladophora albida,0.0069,,Birch et al. 1983,10.1515/botm.1983.26.4.165,Cladophorales,Cladophora aff. albida,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Birch PB, Gabrielson JO, Hamel KS (1983) Decomposition of Cladophora. I. Field studies in the Peel-Harvey estuarine system, Western Australia. Bot Mar 26:165Ð171",Cladophora albida,0.0101,,Birch et al. 1983,10.1515/botm.1983.26.4.165,Cladophorales,Cladophora aff. albida,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Bourgues, S; Auby, I; deWit, R; Labourg, PJ. 1996. Differential anaerobic decomposition of seagrass (Zostera noltii) and macroalgal (Monostroma obscurum) biomass from Arcachon Bay (France). HYDROBIOLOGIA",Ulvaria obscura,0.433,,Bourguès et al. 1996,10.1007/bf00034552,Ulvales,Ulvaria obscura,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Bourgues, S; Auby, I; deWit, R; Labourg, PJ. 1996. Differential anaerobic decomposition of seagrass (Zostera noltii) and macroalgal (Monostroma obscurum) biomass from Arcachon Bay (France). HYDROBIOLOGIA",Ulvaria obscura,0.082,,Bourguès et al. 1996,10.1007/bf00034552,Ulvales,Ulvaria obscura,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Bourgues, S; Auby, I; deWit, R; Labourg, PJ. 1996. Differential anaerobic decomposition of seagrass (Zostera noltii) and macroalgal (Monostroma obscurum) biomass from Arcachon Bay (France). HYDROBIOLOGIA",Ulvaria obscura,0.223,,Bourguès et al. 1996,10.1007/bf00034552,Ulvales,Ulvaria obscura,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Brouwer, PEM. 1996. Decomposition in situ of the sublittoral Antarctic macroalga Desmarestia anceps Montagne. POLAR BIOLOGY",Desmarestia anceps,0.0164,,Brouwer 1996,10.1007/bf02390433,Desmarestiales,Desmarestia anceps,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Buchsbaum R, Valiela I, Swain T, Dzierzeski M, Allen S (1991) Available and refractory nitrogen in detritus of coastal vascular plants and macroalgae. Mar Ecol Prog Ser 72:131–143",Gracilaria  tikvahiae,0.2434,,Buchsbaum et al. 1991,10.3354/meps072131,Gracilariales,Gracilaria tikvahiae,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Buchsbaum R, Valiela I, Swain T, Dzierzeski M, Allen S (1991) Available and refractory nitrogen in detritus of coastal vascular plants and macroalgae. Mar Ecol Prog Ser 72:131–143",Fucus vesiculosus,0.0931,,Buchsbaum et al. 1991,10.3354/meps072131,Fucales,Fucus vesiculosus,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"CASTALDELLI , G., WELSH , D.T., FLACHI , G., ZUCCHINI , G., COLOMBO , G., ROSSI , R. & FANO , E.A. (2003) Decomposition dynamics of the bloom forming macroalga Ulva rigida C. Agardh determined using a 14C-carbon radio-tracer technique. Aquatic Botany 75, 111–122.",Ulva rigida,0.3563,,Castaldelli et al. 2003,10.1016/S0304-3770(02)00167-5,Ulvales,Ulva rigida,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"CASTALDELLI , G., WELSH , D.T., FLACHI , G., ZUCCHINI , G., COLOMBO , G., ROSSI , R. & FANO , E.A. (2003) Decomposition dynamics of the bloom forming macroalga Ulva rigida C. Agardh determined using a 14C-carbon radio-tracer technique. Aquatic Botany 75, 111–122.",Ulva rigida,0.0847,,Castaldelli et al. 2003,10.1016/S0304-3770(02)00167-5,Ulvales,Ulva rigida,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"CASTALDELLI , G., WELSH , D.T., FLACHI , G., ZUCCHINI , G., COLOMBO , G., ROSSI , R. & FANO , E.A. (2003) Decomposition dynamics of the bloom forming macroalga Ulva rigida C. Agardh determined using a 14C-carbon radio-tracer technique. Aquatic Botany 75, 111–122.",Ulva rigida,0.0899,,Castaldelli et al. 2003,10.1016/S0304-3770(02)00167-5,Ulvales,Ulva rigida,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Catenazzi A, Donnelly MA 2007. Role of supratidal invertebrates in the decomposition of beach-cast green algae Ulva sp. Marine Ecology Progress Series 349: 33 42.",Ulva sp. ,0.062,,Catenazzi & Donnelly 2007,10.3354/meps07106,Ulvales,Ulva sp.,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Catenazzi A, Donnelly MA 2007. Role of supratidal invertebrates in the decomposition of beach-cast green algae Ulva sp. Marine Ecology Progress Series 349: 33 42.",Ulva sp. ,0.041,,Catenazzi & Donnelly 2007,10.3354/meps07106,Ulvales,Ulva sp.,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Catenazzi A, Donnelly MA 2007. Role of supratidal invertebrates in the decomposition of beach-cast green algae Ulva sp. Marine Ecology Progress Series 349: 33 42.",Ulva sp. ,0.042,,Catenazzi & Donnelly 2007,10.3354/meps07106,Ulvales,Ulva sp.,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Catenazzi A, Donnelly MA 2007. Role of supratidal invertebrates in the decomposition of beach-cast green algae Ulva sp. Marine Ecology Progress Series 349: 33 42.",Ulva sp. ,0.022,,Catenazzi & Donnelly 2007,10.3354/meps07106,Ulvales,Ulva sp.,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Catenazzi A, Donnelly MA 2007. Role of supratidal invertebrates in the decomposition of beach-cast green algae Ulva sp. Marine Ecology Progress Series 349: 33 42.",Ulva sp. ,0.031,,Catenazzi & Donnelly 2007,10.3354/meps07106,Ulvales,Ulva sp.,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Catenazzi A, Donnelly MA 2007. Role of supratidal invertebrates in the decomposition of beach-cast green algae Ulva sp. Marine Ecology Progress Series 349: 33 42.",Ulva sp. ,0.02,,Catenazzi & Donnelly 2007,10.3354/meps07106,Ulvales,Ulva sp.,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Chen, J. et al. 2020. DOC dynamics and bacterial community succession during long-term degradation of Ulva prolifera and their implications for the legacy effect of green tides on refractory DOC pool in seawater. Water Research. 185: 116268",Ulva prolifera,0.062,,Chen et al. 2020,10.1016/j.watres.2020.116268,Ulvales,Ulva prolifera,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Chown, SL. 1996. Kelp degradation by Paractora trichosterna (Thomson) (Diptera: Helcomyzidae) at sub-Antarctic South Georgia. POLAR BIOLOGY",Macrocystis pyrifera,0.1325,,Chown 1996,10.1007/s003000050042,Laminariales,Macrocystis pyrifera,TRUE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Chown, SL. 1996. Kelp degradation by Paractora trichosterna (Thomson) (Diptera: Helcomyzidae) at sub-Antarctic South Georgia. POLAR BIOLOGY",Macrocystis pyrifera,0.0474,,Chown 1996,10.1007/s003000050042,Laminariales,Macrocystis pyrifera,TRUE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Conover et al. 2016. Biomass decay rates and tissue nutrient loss in bloom and nonbloom-forming macroalgal species. Estuar. Coast. Shelf Sci. 178:58–64.,Ulva rigida,0.21,,Conover et al. 2016,10.1016/j.ecss.2016.05.018,Ulvales,Ulva rigida,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Conover et al. 2016. Biomass decay rates and tissue nutrient loss in bloom and nonbloom-forming macroalgal species. Estuar. Coast. Shelf Sci. 178:58–64.,Ulva rigida,0.41,,Conover et al. 2016,10.1016/j.ecss.2016.05.018,Ulvales,Ulva rigida,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Conover et al. 2016. Biomass decay rates and tissue nutrient loss in bloom and nonbloom-forming macroalgal species. Estuar. Coast. Shelf Sci. 178:58–64.,Ulva rigida,0.52,,Conover et al. 2016,10.1016/j.ecss.2016.05.018,Ulvales,Ulva rigida,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Conover et al. 2016. Biomass decay rates and tissue nutrient loss in bloom and nonbloom-forming macroalgal species. Estuar. Coast. Shelf Sci. 178:58–64.,Ulva rigida,0.67,,Conover et al. 2016,10.1016/j.ecss.2016.05.018,Ulvales,Ulva rigida,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Conover et al. 2016. Biomass decay rates and tissue nutrient loss in bloom and nonbloom-forming macroalgal species. Estuar. Coast. Shelf Sci. 178:58–64.,Ulva rigida,0.51,,Conover et al. 2016,10.1016/j.ecss.2016.05.018,Ulvales,Ulva rigida,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Conover et al. 2016. Biomass decay rates and tissue nutrient loss in bloom and nonbloom-forming macroalgal species. Estuar. Coast. Shelf Sci. 178:58–64.,Ulva rigida,0.41,,Conover et al. 2016,10.1016/j.ecss.2016.05.018,Ulvales,Ulva rigida,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Conover et al. 2016. Biomass decay rates and tissue nutrient loss in bloom and nonbloom-forming macroalgal species. Estuar. Coast. Shelf Sci. 178:58–64.,Ulva rigida,0.36,,Conover et al. 2016,10.1016/j.ecss.2016.05.018,Ulvales,Ulva rigida,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Conover et al. 2016. Biomass decay rates and tissue nutrient loss in bloom and nonbloom-forming macroalgal species. Estuar. Coast. Shelf Sci. 178:58–64.,Fucus vesiculosus,0.087,,Conover et al. 2016,10.1016/j.ecss.2016.05.018,Fucales,Fucus vesiculosus,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Conover et al. 2016. Biomass decay rates and tissue nutrient loss in bloom and nonbloom-forming macroalgal species. Estuar. Coast. Shelf Sci. 178:58–64.,Gracilaria  vermiculophylla,0.346,,Conover et al. 2016,10.1016/j.ecss.2016.05.018,Gracilariales,Gracilaria vermiculophylla,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Conover et al. 2016. Biomass decay rates and tissue nutrient loss in bloom and nonbloom-forming macroalgal species. Estuar. Coast. Shelf Sci. 178:58–64.,Ulva compressa,0.516,,Conover et al. 2016,10.1016/j.ecss.2016.05.018,Ulvales,Ulva compressa,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Conover et al. 2016. Biomass decay rates and tissue nutrient loss in bloom and nonbloom-forming macroalgal species. Estuar. Coast. Shelf Sci. 178:58–64.,Agardhiella subulata,0.265,,Conover et al. 2016,10.1016/j.ecss.2016.05.018,Gigartinales,Agardhiella subulata,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Conover et al. 2016. Biomass decay rates and tissue nutrient loss in bloom and nonbloom-forming macroalgal species. Estuar. Coast. Shelf Sci. 178:58–64.,Ulva rigida,0.441,,Conover et al. 2016,10.1016/j.ecss.2016.05.018,Ulvales,Ulva rigida,FALSE,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"CRAFFORD, JE; SCHOLTZ, CH. 1987. PHENOLOGY OF STRANDED KELP DEGRADATION BY THE KELP FLY PARACTORA-DREUXI-MIRABILIS (HELCOMYZIDAE) AT MARION-ISLAND. POLAR BIOLOGY",Durvillaea antarctica,0.1547,,Crafford & Scholtz 1987,10.1007/bf00443946,Fucales,Durvillaea antarctica,TRUE,TRUE,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"CRAFFORD, JE; SCHOLTZ, CH. 1987. PHENOLOGY OF STRANDED KELP DEGRADATION BY THE KELP FLY PARACTORA-DREUXI-MIRABILIS (HELCOMYZIDAE) AT MARION-ISLAND. POLAR BIOLOGY",Durvillaea antarctica,0.1404,,Crafford & Scholtz 1987,10.1007/bf00443946,Fucales,Durvillaea antarctica,TRUE,TRUE,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"de Bettignies, F; Dauby, P; Thomas, F; Gobet, A; Delage, L; Bohner, O; Loisel, S; Davoult, D. 2020. Degradation dynamics and processes associated with the accumulation ofLaminaria hyperborea (Phaeophyceae) kelp fragments: an in situ experimental approach. JOURNAL OF PHYCOLOGY",Laminaria hyperborea,0.0107,,de Bettignies et al. 2020,10.1111/jpy.13041,Laminariales,Laminaria hyperborea,TRUE,FALSE,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"de Bettignies, F; Dauby, P; Thomas, F; Gobet, A; Delage, L; Bohner, O; Loisel, S; Davoult, D. 2020. Degradation dynamics and processes associated with the accumulation ofLaminaria hyperborea (Phaeophyceae) kelp fragments: an in situ experimental approach. JOURNAL OF PHYCOLOGY",Laminaria hyperborea,0.0366,,de Bettignies et al. 2020,10.1111/jpy.13041,Laminariales,Laminaria hyperborea,TRUE,FALSE,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Dufour, C; Probert, PK; Savage, C. 2012. Macrofaunal colonisation of stranded Durvillaea antarctica on a southern New Zealand exposed sandy beach. NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH",Durvillaea antarctica,0.8242,,Dufour et al. 2012,10.1080/00288330.2012.676557,Fucales,Durvillaea antarctica,TRUE,TRUE,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Dufour, C; Probert, PK; Savage, C. 2012. Macrofaunal colonisation of stranded Durvillaea antarctica on a southern New Zealand exposed sandy beach. NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH",Durvillaea antarctica,1.5207,,Dufour et al. 2012,10.1080/00288330.2012.676557,Fucales,Durvillaea antarctica,TRUE,TRUE,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"FENG , X., LI, H., ZHANG , Z., XIONG , T. & SHI , X. (2022) Microbial-mediated contribution of kelp detritus to different forms of oceanic carbon sequestration. Ecological Indicators 142, 109186. Elsevier Ltd.",Saccharina japonica,0.0947,,Feng et al. 2022,10.1016/j.ecolind.2022.109186,Laminariales,Saccharina japonica,TRUE,FALSE,TRUE,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"FENG , X., LI, H., ZHANG , Z., XIONG , T. & SHI , X. (2022) Microbial-mediated contribution of kelp detritus to different forms of oceanic carbon sequestration. Ecological Indicators 142, 109186. Elsevier Ltd.",Saccharina japonica,0.1304,,Feng et al. 2022,10.1016/j.ecolind.2022.109186,Laminariales,Saccharina japonica,TRUE,FALSE,TRUE,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Filbee-Dexter, K. et al. 2022. Kelp carbon sink potential decreases wih warming due to accelerating decomposition. Plos Biology. ",Saccharina latissima,0.0072,,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Filbee-Dexter, K. et al. 2022. Kelp carbon sink potential decreases wih warming due to accelerating decomposition. Plos Biology. ",Saccharina latissima,0.0615,,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Filbee-Dexter, K. et al. 2022. Kelp carbon sink potential decreases wih warming due to accelerating decomposition. Plos Biology. ",Laminaria hyperborea,0.0527,,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Filbee-Dexter, K. et al. 2022. Kelp carbon sink potential decreases wih warming due to accelerating decomposition. Plos Biology. ",Laminaria hyperborea,0.6633,,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Filbee-Dexter, K. et al. 2022. Kelp carbon sink potential decreases wih warming due to accelerating decomposition. Plos Biology. ",Saccharina latissima,0.0281,,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Filbee-Dexter, K. et al. 2022. Kelp carbon sink potential decreases wih warming due to accelerating decomposition. Plos Biology. ",Saccharina latissima,0.0709,,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Stuart, V., Lucas, M. I., & Newell, R. C. (1981). Heterotrophic Utilization Of Particulate Matter From The Kelp Laminaria-Pallida. Marine Ecology Progress Series, 4(3), 337-348.",Laminaria pallida,0.0869,,Stuart et al. 1981,10.3354/meps004337,Laminariales,Laminaria pallida,TRUE,FALSE,TRUE,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Gabrielson JO, Birch PB, Hamel KS (1983) Decomposition of Cladophora. II. In vitro studies of nitrogen and phosphorus regeneration. Bot Mar 26:173Ð179",Cladophora albida,0.0118,,Gabrielson et al. 1983,10.1515/botm.1983.26.4.173,Cladophorales,Cladophora aff. albida,FALSE,FALSE,TRUE,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Gao, YP; Zhang, YT; Du, MR; Lin, F; Jiang, WW; Li, WH; Li, FX; Lv, XN; Fang, JH; Jiang, ZJ. 2021. Dissolved organic carbon from cultured kelp Saccharina japonica: production, bioavailability, and bacterial degradation rates. AQUACULTURE ENVIRONMENT INTERACTIONS",Saccharina japonica,0.04,,Gao et al. 2021,10.3354/aei00393,Laminariales,Saccharina japonica,TRUE,FALSE,TRUE,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Gao, YP; Zhang, YT; Du, MR; Lin, F; Jiang, WW; Li, WH; Li, FX; Lv, XN; Fang, JH; Jiang, ZJ. 2021. Dissolved organic carbon from cultured kelp Saccharina japonica: production, bioavailability, and bacterial degradation rates. AQUACULTURE ENVIRONMENT INTERACTIONS",Saccharina japonica,0.09,,Gao et al. 2021,10.3354/aei00393,Laminariales,Saccharina japonica,TRUE,FALSE,TRUE,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Gladstone-Gallagher, RV; Lohrer, AM; Lundquist, CJ; Pilditch, CA. 2016. Effects of Detrital Subsidies on Soft-Sediment Ecosystem Function Are Transient and Source-Dependent. PLOS ONE",Ecklonia radiata,0.2661,,Gladstone-Gallagher et al. 2016,10.1371/journal.pone.0154790,Laminariales,Ecklonia radiata,TRUE,FALSE,FALSE,TRUE
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Gomez, M; Barreiro, F; Lopez, J; Lastra, M. 2018. Effect of upper beach macrofauna on nutrient cycling of sandy beaches: metabolic rates during wrack decay. MARINE BIOLOGY",Laminaria sp. ,1.8985,,Gomez et al. 2018,10.1007/s00227-018-3392-1,Laminariales,Laminaria spp.,TRUE,TRUE,FALSE,FALSE
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Gomez, M; Barreiro, F; Lopez, J; Lastra, M. 2018. Effect of upper beach macrofauna on nutrient cycling of sandy beaches: metabolic rates during wrack decay. MARINE BIOLOGY",Laminaria sp. ,0.7821,,Gomez et al. 2018,10.1007/s00227-018-3392-1,Laminariales,Laminaria spp.,TRUE,TRUE,FALSE,FALSE
