Data_sheet,Entry,Morphology_num,Genetics_Code,Date,Site,Depth_band,Depth_m,Lat_DD,Lon_DD,Quadrat,Bag_No,Quadrat_size,Species,Complete,New_blade_error,Old_blade_error,Stipe_length_cm,New_blade_length_cm,Old_blade_length_cm,X2nd_old_blade_length_cm,Total_blade_length_cm,New_blade_width_cm,Old_blade_width_cm,X2nd_old_blade_width,Blade_thickness_mm,Epiphyte_WW_g,Epiphyte_kelp_WW_g,Stipe_WW_g,Stipe_diameter_mm,Age,Epiphyte_percent_cover,Sporophyll_WW_g,New_blade_WW_g,Old_blade_WW_g,X2nd_old_blade_WW_g,Total_blade_WW_g,Holdfast_WW_g,Total_plant_WW_g,Notes,Reproductive,Location_Campaign,Total_plant_length_cm,Data_Sheet,Total_blade_width_cm,Sample,Stipe_diameter_distal_cm,Blade_thickness_mm_distal,epiphytes_.,Number_of_blades_or_digits,Length_1st_blade,Thallus_ww,Thallus_length,Blade_1_length_solidungula_cm,Num_blades_solidungula,Blade_thickness_distal_mm,Tattering_distal_cm,Blade_epiphyte_cm_distal,Epiphyte_notes,Epiphyte_percent_cover_on_stipe,Individuals,Notes_2,Site_Name,Length_cm_,Width_cm,Area_.5.sqr_,biomass_g_cor,Corrected_depth_m,Genus
24,NA,SB_05_2024_411,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,3,2,0.25,Laminaria digitata,NA,NA,NA,0.5,4.5,NA,NA,NA,1.4,NA,NA,0.1,NA,NA,0.1,0.3,1,NA,NA,0.1,NA,NA,0.1,0.1,0.5,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
24,NA,SB_05_2024_412,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,3,2,0.25,Laminaria digitata,NA,NA,NA,0.6,5.2,NA,NA,NA,1.2,NA,NA,0.2,NA,NA,0.1,0.2,1,NA,NA,0.1,NA,NA,0.1,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
24,NA,SB_05_2024_413,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,3,2,0.25,Laminaria digitata,NA,NA,NA,NA,6,2.2,NA,NA,2,0.9,NA,0.1,NA,NA,NA,NA,1,NA,NA,0.2,NA,NA,0.2,NA,0.2,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
24,NA,SB_05_2024_414,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,3,2,0.25,Laminaria digitata,NA,NA,NA,NA,10,1,NA,NA,3,0.2,NA,0.1,NA,NA,NA,NA,1,NA,NA,0.2,NA,NA,0.2,NA,0.2,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
24,NA,SB_05_2024_415,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,3,2,0.25,Laminaria digitata,NA,NA,NA,1.2,5.5,3.5,NA,NA,2.6,1.2,NA,0.2,NA,NA,0.1,0.8,1,NA,NA,0.2,0.1,NA,0.3,0.1,1.2,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
24,NA,SB_05_2024_416,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,3,2,0.25,Laminaria digitata,NA,NA,NA,2.6,5.5,9.6,NA,NA,4.2,2.7,NA,0.2,NA,NA,0.1,1.7,1,NA,NA,0.5,0.5,NA,1,0.1,2.8,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
24,NA,SB_05_2024_417,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,3,2,0.25,Laminaria digitata,NA,NA,NA,4,7.5,4.2,NA,NA,7.9,4.9,NA,0.3,NA,NA,0.2,2.3,1,NA,NA,1.7,0.6,NA,2.3,0.2,4.8,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
24,NA,SB_05_2024_418,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,3,2,0.25,Laminaria digitata,NA,NA,NA,7.1,12,9.3,NA,NA,11.9,6.8,NA,0.3,NA,NA,0.8,3.1,1,NA,NA,5,1.7,NA,6.7,0.2,10,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
24,NA,SB_05_2024_419,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,3,2,0.25,Saccharina latissima,NA,NA,NA,5,11.5,7.8,NA,NA,6.8,3.1,NA,0.2,NA,NA,0.4,2.6,1,NA,NA,1.8,0.7,NA,2.5,0.1,5.2,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
24,NA,SB_05_2024_420,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,3,2,0.25,Laminaria solidungula,NA,NA,NA,2.3,4,2.3,NA,NA,4,1.9,NA,0.2,NA,NA,0.1,1.6,1,NA,NA,0.3,NA,NA,0.3,NA,1.9,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
24,NA,SB_05_2024_421,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,3,2,0.25,Laminaria solidungula,NA,NA,NA,0.5,5,NA,NA,NA,3.6,NA,NA,0.2,NA,NA,0.1,0.6,1,NA,NA,0.3,NA,NA,0.3,0.1,1,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
24,NA,SB_05_2024_422,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,3,2,0.25,Laminaria solidungula,NA,NA,NA,1.2,5.7,1.3,NA,NA,4,0.9,NA,0.1,NA,NA,0.1,0.9,1,NA,NA,0.3,0.1,NA,0.4,0.1,1.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
24,NA,SB_05_2024_423,SB_05_2024_423,7/05/2024,SVAL8,5,NA,78.95875,12.04262,3,2,0.25,Laminaria solidungula,NA,NA,NA,0.5,17.4,11,NA,NA,12.1,3.3,NA,0.3,NA,NA,0.2,2.7,2,NA,NA,5.4,1,NA,6.4,NA,9.1,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
24,NA,SB_05_2024_424,SB_05_2024_424,7/05/2024,SVAL8,5,NA,78.95875,12.04262,3,2,0.25,Laminaria solidungula,NA,NA,NA,2.5,19.9,11.5,NA,NA,12,3.6,NA,0.3,NA,NA,0.3,3.2,2,NA,NA,6.6,1,NA,7.6,NA,10.8,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
24,NA,SB_05_2024_425,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,3,2,0.25,Laminaria solidungula,NA,NA,NA,51,14,10.6,NA,NA,8.9,3.4,NA,0.2,NA,NA,0.6,2.9,3,NA,NA,3.5,0.9,NA,4.4,0.3,7.6,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
24,NA,SB_05_2024_426,SB_05_2024_426,7/05/2024,SVAL8,5,NA,78.95875,12.04262,3,2,0.25,Laminaria solidungula,NA,NA,NA,35,19,10.9,NA,NA,9.7,2.9,NA,0.3,NA,NA,0.2,2.3,3,NA,NA,4.7,0.7,NA,5.4,0.3,8,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
25,NA,SB_05_2024_427,SB_05_2024_427,7/05/2024,SVAL8,5,NA,78.95875,12.04262,3,2,0.25,Laminaria solidungula,NA,NA,NA,12,27.5,21,NA,NA,16,8,NA,0.7,NA,NA,3.4,5.9,4,NA,NA,25.2,6.8,NA,32,0.7,38.6,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
25,NA,SB_05_2024_428,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,3,2,0.25,Alaria esculenta,NA,NA,NA,85,92,NA,NA,NA,44,NA,NA,0.2,NA,NA,209.2,19.4,5,NA,NA,197.8,NA,NA,197.8,17.6,234.8,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alaria
25,NA,SB_05_2024_429,SB_05_2024_429,7/05/2024,SVAL8,5,NA,78.95875,12.04262,3,2,0.25,Laminaria digitata,NA,NA,NA,99,74,74,NA,NA,38,34.5,NA,0.2,NA,NA,215.3,18.6,8,NA,NA,85.4,9.6,NA,95,NA,113.6,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
25,NA,SB_05_2024_430,SB_05_2024_430,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,69,62,49,NA,NA,100,73,NA,0.6,NA,NA,188.1,18.6,7,NA,NA,394.1,209.7,NA,603.8,27.2,649.6,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
25,NA,SB_05_2024_431,SB_05_2024_431,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,48,27,21,NA,NA,26,21,NA,0.5,NA,NA,51.1,14.9,5,NA,NA,31.4,21,NA,52.4,9.1,76.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
25,NA,SB_05_2024_432,SB_05_2024_432,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Saccharina latissima,NA,NA,NA,55.5,32,34.5,NA,NA,52.9,25,NA,0.2,NA,NA,44,11.2,5,NA,NA,68.8,16.2,NA,85,15,111.2,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saccharina
25,NA,SB_05_2024_433,SB_05_2024_433,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Alaria esculenta,NA,NA,NA,56,85,NA,NA,NA,53,NA,NA,0.1,NA,NA,93.5,18.6,4,NA,NA,170.1,NA,NA,170.1,8.1,196.8,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alaria
25,NA,SB_05_2024_434,SB_05_2024_434,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Alaria esculenta,NA,NA,NA,45,108,NA,NA,NA,41,NA,NA,0.1,NA,NA,47.2,13.7,3,NA,NA,112.2,NA,NA,112.2,3.7,129.6,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alaria
25,NA,SB_05_2024_435,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,6,26,5,NA,NA,14.5,5,NA,0.2,NA,NA,0.7,4.2,2,NA,NA,12,0.8,NA,12.8,0.4,17.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
25,NA,SB_05_2024_436,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,8,25,5,NA,NA,9,4,NA,0.3,NA,NA,1.4,4.3,2,NA,NA,7.9,0.6,NA,8.5,0.6,13.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
25,NA,SB_05_2024_437,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,1.5,15,3,NA,NA,5.5,2,NA,0.1,NA,NA,0.1,1.2,2,NA,NA,1.4,0.2,NA,1.6,0.1,2.9,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
25,NA,SB_05_2024_438,SB_05_2024_438,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,8,37,12,NA,NA,16.5,6.5,NA,0.4,NA,NA,2.3,5.7,3,NA,NA,20.9,7.1,NA,28,0.9,34.6,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
25,NA,SB_05_2024_439,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,2.9,6.2,3.2,NA,NA,3,2.3,NA,0.2,NA,NA,0.1,2.1,1,NA,NA,0.5,0.2,NA,0.7,NA,2.8,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
25,NA,SB_05_2024_440,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,5.6,15,11.9,NA,NA,9.2,4.9,NA,0.2,NA,NA,0.8,2.6,2,NA,NA,4.5,2.1,NA,6.6,0.2,9.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
25,NA,SB_05_2024_441,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,1.6,8.1,10.9,NA,NA,3.2,2.6,NA,0.2,NA,NA,0.1,1.3,1,NA,NA,0.6,0.5,NA,1.1,0.2,2.6,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
25,NA,SB_05_2024_442,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,2.3,4.7,5.1,NA,NA,2.5,2.8,NA,0.2,NA,NA,0.1,1.8,1,NA,NA,0.4,0.2,NA,0.6,0.1,2.5,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
25,NA,SB_05_2024_443,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,NA,5.3,5.3,NA,NA,3.2,2.5,NA,0.2,NA,NA,0.1,NA,1,NA,NA,0.4,0.4,NA,0.8,NA,0.8,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
25,NA,SB_05_2024_444,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,4.2,11.2,11.5,NA,NA,5.3,2.9,NA,0.2,NA,NA,0.3,2.5,2,NA,NA,1.6,0.9,NA,2.5,0.1,5.1,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
25,NA,SB_05_2024_445,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,1.9,3.2,5.2,NA,NA,2.1,2.5,NA,0.2,NA,NA,0.1,1.6,1,NA,NA,0.2,0.2,NA,0.4,0.1,2.1,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
25,NA,SB_05_2024_446,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,1.6,7.7,10,NA,NA,4.4,4.1,NA,0.2,NA,NA,0.1,2,2,NA,NA,1.2,0.8,NA,2,0.8,4.8,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
26,NA,SB_05_2024_447,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,10,24,24,NA,NA,14,5,NA,0.3,NA,NA,3.2,5.6,2,NA,NA,11.2,4.5,NA,15.7,0.7,22,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
26,NA,SB_05_2024_448,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,3,15,14.5,NA,NA,7.5,4.5,NA,0.1,NA,NA,0.3,2.7,2,NA,NA,3,1.4,NA,4.4,0.1,7.2,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
26,NA,SB_05_2024_449,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,7.5,13,3.5,NA,NA,9.5,6,NA,0.3,NA,NA,1.1,3.7,2,NA,NA,4.2,0.7,NA,4.9,0.2,8.8,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
26,NA,SB_05_2024_450,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,5,16,18,NA,NA,9,4.5,NA,0.3,NA,NA,0.6,3.5,2,NA,NA,4.5,2.5,NA,7,0.4,10.9,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
26,NA,SB_05_2024_451,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,2.5,6.5,8,NA,NA,4,3.5,NA,0.2,NA,NA,0.1,1.9,2,NA,NA,0.7,0.7,NA,1.4,0.1,3.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
26,NA,SB_05_2024_452,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,3,5,11,NA,NA,4,2.5,NA,0.2,NA,NA,0.1,1.6,2,NA,NA,0.9,0.6,NA,1.5,0.1,3.2,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
26,NA,SB_05_2024_453,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,3,8,9.5,NA,NA,3.5,2.5,NA,0.2,NA,NA,0.1,1.9,2,NA,NA,0.6,0.3,NA,0.9,0.1,2.9,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
26,NA,SB_05_2024_454,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,1.5,6.5,8,NA,NA,3.5,3.5,NA,0.2,NA,NA,0.1,1.1,2,NA,NA,0.5,0.5,NA,1,0.1,2.2,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
26,NA,SB_05_2024_455,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,1.5,4.5,6.5,NA,NA,2,2,NA,0.2,NA,NA,0.1,0.1,2,NA,NA,0.3,0.3,NA,0.6,0.1,0.8,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
26,NA,SB_05_2024_456,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,NA,5,2.5,NA,NA,2,1.5,NA,0.2,NA,NA,0.1,0.1,1,NA,NA,0.1,0.1,NA,0.2,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
26,NA,SB_05_2024_457,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,NA,4,0.5,NA,NA,2,0.5,NA,0.2,NA,NA,0.1,0.1,1,NA,NA,0.1,0.1,NA,0.2,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
26,NA,SB_05_2024_458,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,1,3.5,1.5,NA,NA,2,2,NA,0.2,NA,NA,0.1,0.1,1,NA,NA,0.1,0.1,NA,0.2,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
26,NA,SB_05_2024_459,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,0.5,4.5,1,NA,NA,1.5,0.5,NA,0.2,NA,NA,0.1,0.1,1,NA,NA,0.1,0.1,NA,0.2,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
26,NA,SB_05_2024_460,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,0.5,4.5,4.5,NA,NA,1.5,1,NA,0.2,NA,NA,0.1,0.1,1,NA,NA,0.1,0.1,NA,0.2,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
26,NA,SB_05_2024_461,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,2.5,7,2.5,NA,NA,2.5,1,NA,0.2,NA,NA,0.1,0.1,1,NA,NA,0.1,0.1,NA,0.2,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
26,NA,SB_05_2024_462,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,NA,6,2.5,NA,NA,1,1,NA,0.2,NA,NA,0.1,0.1,0,NA,NA,0.1,0.1,NA,0.2,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
26,NA,SB_05_2024_463,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,0.5,3.5,2,NA,NA,1,0.5,NA,0.2,NA,NA,0.1,0.1,0,NA,NA,0.1,0.1,NA,0.2,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
26,NA,SB_05_2024_464,NA,7/05/2024,SVAL8,5,NA,78.95875,12.04262,4,6,0.25,Laminaria digitata,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,0.2,NA,NA,0.1,0.1,0,NA,NA,0.1,0.1,NA,0.2,0.1,0.4,NA,Not reproductive,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
